Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2010-09-20,False,8.0,240,167.0,2011-05-18,31.5,31.5,31.5,31.5,31.5,31.5,1,0,1,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-21,False,8.0,239,166.0,2011-05-18,31.4,31.5,31.35,31.5,31.5,0.0,74,0,70,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-22,False,8.0,238,165.0,2011-05-18,31.55,31.77,31.5,31.6,31.7,0.2,69,0,120,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-23,False,8.0,237,164.0,2011-05-18,31.95,32.15,31.8,32.15,32.15,0.45,103,0,176,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-24,False,8.0,236,163.0,2011-05-18,31.5,31.8,31.5,31.65,31.65,-0.5,104,0,200,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-27,False,8.0,233,162.0,2011-05-18,31.65,31.75,31.65,31.75,31.75,0.1,17,0,202,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-28,False,8.0,232,161.0,2011-05-18,31.75,31.9,31.65,31.75,31.75,0.0,61,0,221,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-29,False,8.0,231,160.0,2011-05-18,31.8,32.2,31.75,32.15,32.15,0.4,105,0,267,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-09-30,False,8.0,230,159.0,2011-05-18,32.05,32.65,32.0,32.55,32.6,0.45,87,0,296,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-01,False,8.0,229,158.0,2011-05-18,32.4,32.7,32.4,32.45,32.5,-0.1,139,0,337,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-04,False,8.0,226,157.0,2011-05-18,32.45,32.8,32.45,32.55,32.55,0.05,86,0,394,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-05,False,8.0,225,156.0,2011-05-18,32.25,32.4,31.98,32.1,32.15,-0.4,83,0,406,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-06,False,8.0,224,155.0,2011-05-18,32.1,32.15,32.05,32.05,32.05,-0.1,41,0,429,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-07,False,8.0,223,154.0,2011-05-18,31.9,32.15,31.9,31.95,31.95,-0.1,62,0,449,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-08,False,8.0,222,153.0,2011-05-18,32.0,32.0,31.55,31.55,31.6,-0.35,107,0,513,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-11,False,8.0,219,152.0,2011-05-18,31.5,31.5,31.0,31.0,31.0,-0.6,355,0,701,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-12,False,8.0,218,151.0,2011-05-18,31.2,31.25,30.32,30.5,30.5,-0.5,105,0,764,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-13,False,8.0,217,150.0,2011-05-18,30.2,30.2,29.6,29.75,29.8,-0.7,494,0,1137,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-14,False,8.0,216,149.0,2011-05-18,29.85,30.35,29.8,30.2,30.15,0.35,252,0,1234,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-15,False,8.0,215,148.0,2011-05-18,30.05,30.6,29.95,29.99,29.95,-0.2,197,0,1296,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-18,False,8.0,212,147.0,2011-05-18,30.05,30.05,29.63,29.75,29.75,-0.2,83,0,1318,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-19,False,8.0,211,146.0,2011-05-18,30.3,30.45,30.04,30.15,30.15,0.4,188,0,1432,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-20,False,8.0,210,145.0,2011-05-18,30.04,30.04,29.63,29.7,29.7,-0.45,238,0,1475,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-21,False,7.0,209,144.0,2011-05-18,29.47,29.55,29.15,29.3,29.25,-0.45,255,0,1554,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-22,False,7.0,208,143.0,2011-05-18,29.1,29.1,28.7,28.75,28.75,-0.5,79,0,1583,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-25,False,7.0,205,142.0,2011-05-18,28.55,28.55,28.15,28.35,28.35,-0.4,272,0,1704,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-26,False,7.0,204,141.0,2011-05-18,28.6,28.75,28.2,28.35,28.35,0.0,333,0,1801,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-27,False,7.0,203,140.0,2011-05-18,28.7,28.85,28.25,28.5,28.4,0.05,362,0,1997,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-28,False,7.0,202,139.0,2011-05-18,28.0,28.35,27.99,28.2,28.2,-0.2,558,0,2353,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-10-29,False,7.0,201,138.0,2011-05-18,28.1,28.3,27.9,28.0,28.05,-0.15,181,0,2341,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-01,False,7.0,198,137.0,2011-05-18,27.75,28.15,27.64,28.1,28.05,0.0,242,0,2394,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-02,False,7.0,197,136.0,2011-05-18,27.85,27.85,27.6,27.7,27.7,-0.35,122,0,2377,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-03,False,7.0,196,135.0,2011-05-18,27.7,27.85,26.45,26.95,26.9,-0.8,624,0,2582,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-04,False,7.0,195,134.0,2011-05-18,26.4,26.4,25.45,25.9,25.9,-1.0,589,0,2679,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-05,False,7.0,194,133.0,2011-05-18,25.9,26.05,25.65,25.95,26.0,0.1,340,0,2683,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-08,False,7.0,190,132.0,2011-05-18,26.15,26.55,26.15,26.3,26.25,0.25,414,0,2642,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-09,False,7.0,189,131.0,2011-05-18,26.05,26.65,25.95,26.5,26.5,0.25,469,0,2692,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-10,False,7.0,188,130.0,2011-05-18,26.45,26.9,26.4,26.65,26.6,0.1,273,0,2589,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-11,False,7.0,187,129.0,2011-05-18,26.65,27.1,26.65,26.95,26.95,0.35,291,0,2584,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-12,False,7.0,186,128.0,2011-05-18,27.15,27.95,27.0,27.65,27.7,0.75,414,0,2558,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-15,False,7.0,183,127.0,2011-05-18,27.4,27.5,27.13,27.4,27.35,-0.35,247,0,2645,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-16,False,7.0,182,126.0,2011-05-18,27.55,28.35,27.45,28.1,28.05,0.7,655,0,2703,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-17,False,7.0,181,125.0,2011-05-18,28.05,28.15,27.4,27.7,27.7,-0.35,503,0,2817,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-18,False,6.0,180,124.0,2011-05-18,27.1,27.29,26.7,26.85,26.85,-0.85,576,0,3123,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-19,False,6.0,179,123.0,2011-05-18,27.05,27.35,26.65,26.7,26.7,-0.15,280,0,3199,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-22,False,6.0,176,122.0,2011-05-18,27.0,27.0,26.5,26.5,26.5,-0.2,585,0,3300,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-23,False,6.0,175,121.0,2011-05-18,27.15,27.4,26.95,27.0,27.05,0.55,542,0,3426,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-24,False,6.0,174,120.0,2011-05-18,26.67,26.8,26.55,26.75,26.75,-0.3,358,0,3391,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-26,False,6.0,172,119.0,2011-05-18,27.05,27.4,27.0,27.35,27.4,0.65,252,0,3499,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-29,False,6.0,169,118.0,2011-05-18,27.5,27.85,27.2,27.35,27.35,-0.05,843,0,3443,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
2010-11-30,False,6.0,168,117.0,2011-05-18,27.84,28.3,27.65,28.05,28.05,0.7,1477,122,3973,2011,5,K (May 11),2011-05-18.m_5.CFE_VX_K2011.csv,True
