Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2023-11-28,True,1.0,15,11.0,2023-12-13,13.85,13.85,13.85,13.85,13.775,-0.1,75,0,75,2023,12,Z (Dec 2023),2023-12-13.w_.CFE_VX_2023.csv,True
2023-12-04,True,1.0,9,7.0,2023-12-13,14.2,14.2,14.05,14.2,13.8,0.1,75,0,150,2023,12,Z (Dec 2023),2023-12-13.w_.CFE_VX_2023.csv,True
2023-12-06,True,1.0,7,5.0,2023-12-13,13.2,13.3,13.2,13.3,13.7,0.1,36,0,186,2023,12,Z (Dec 2023),2023-12-13.w_.CFE_VX_2023.csv,True
2023-12-13,True,1.0,0,0.0,2023-12-13,,,,12.18,12.18,-0.07,0,0,186,2023,12,Z (Dec 2023),2023-12-13.w_.CFE_VX_2023.csv,True
