Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2016-11-30,True,2.0,28,19.0,2016-12-28,14.75,15.05,14.75,14.75,15.15,0.65,1,0,1,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-05,True,2.0,23,16.0,2016-12-28,14.4,16.05,14.4,14.55,14.3,-1.4,6,0,1,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-06,True,2.0,22,15.0,2016-12-28,13.9,14.3,13.9,13.9,13.95,-0.35,10,0,10,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-07,True,2.0,21,14.0,2016-12-28,13.7,14.1,13.7,13.7,14.2,0.25,1,0,11,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-13,True,2.0,15,10.0,2016-12-28,13.95,14.3,13.95,13.95,14.1,0.0,1,0,11,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-14,True,2.0,14,9.0,2016-12-28,13.95,14.35,13.85,14.15,14.225,0.125,87,0,82,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-15,True,2.0,13,8.0,2016-12-28,13.85,14.3,13.75,13.75,13.975,-0.25,50,0,103,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-16,True,2.0,12,7.0,2016-12-28,13.95,13.95,13.65,13.65,13.7,-0.275,56,0,142,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-19,True,2.0,9,6.0,2016-12-28,13.45,13.55,13.05,13.05,13.1,-0.6,90,0,228,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-20,True,2.0,8,5.0,2016-12-28,12.85,13.05,12.8,12.8,12.875,-0.225,63,0,290,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-21,True,2.0,7,4.0,2016-12-28,12.7,12.8,12.55,12.55,12.6,-0.275,160,0,447,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-22,True,1.0,6,3.0,2016-12-28,12.75,12.9,12.5,12.9,12.8,0.2,73,0,481,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-23,True,1.0,5,2.0,2016-12-28,12.75,12.85,12.45,12.5,12.425,-0.375,191,0,642,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-27,True,1.0,1,1.0,2016-12-28,12.3,12.35,12.1,12.35,12.25,-0.175,78,0,670,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
2016-12-28,True,1.0,0,0.0,2016-12-28,12.3,12.3,12.2,12.3,12.3,0.05,1,0,669,2016,12,Z (Dec 2016),2016-12-28.w_.CFE_VX_2016.csv,True
