Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2016-08-26,True,2.0,40,27.0,2016-10-05,15.7,16.05,15.2,15.2,15.675,0.1,16,0,15,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-08-29,True,2.0,37,26.0,2016-10-05,15.6,15.65,15.4,15.4,15.35,-0.325,6,0,21,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-08-30,True,2.0,36,25.0,2016-10-05,15.25,15.5,15.25,15.25,15.325,-0.025,1,0,20,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-08-31,True,2.0,35,24.0,2016-10-05,15.6,15.7,15.35,15.45,15.35,0.025,4,0,20,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-01,True,2.0,34,23.0,2016-10-05,15.45,15.7,15.25,15.5,15.35,0.0,25,0,25,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-02,True,2.0,33,22.0,2016-10-05,14.9,15.45,14.9,14.9,14.925,-0.425,2,0,23,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-06,True,2.0,29,21.0,2016-10-05,14.5,14.85,14.4,14.4,13.975,-0.95,50,0,68,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-07,True,2.0,28,20.0,2016-10-05,14.3,14.5,14.25,14.35,14.225,0.25,3,0,70,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-08,True,2.0,27,19.0,2016-10-05,14.45,14.55,14.3,14.55,14.4,0.175,8,0,70,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-09,True,2.0,26,18.0,2016-10-05,15.05,16.9,14.45,16.85,16.825,2.425,29,0,73,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-12,True,2.0,23,17.0,2016-10-05,17.1,17.4,15.25,15.4,15.5,-1.325,33,0,84,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-13,True,2.0,22,16.0,2016-10-05,15.9,18.06,15.75,17.5,17.5,2.0,214,0,224,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-14,True,2.0,21,15.0,2016-10-05,17.05,18.0,16.85,17.9,18.0,0.5,3,0,225,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-15,True,2.0,20,14.0,2016-10-05,17.15,18.1,16.7,16.7,17.25,-0.75,15,0,229,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-16,True,2.0,19,13.0,2016-10-05,17.55,17.55,16.6,16.65,16.75,-0.5,24,0,238,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-19,True,2.0,16,12.0,2016-10-05,16.05,16.35,15.4,16.0,15.9,-0.85,20,0,240,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-20,True,2.0,15,11.0,2016-10-05,15.85,16.15,15.55,16.1,16.175,0.275,67,0,297,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-21,True,2.0,14,10.0,2016-10-05,15.4,16.15,14.6,14.63,14.65,-1.525,169,0,434,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-22,True,1.0,13,9.0,2016-10-05,14.8,14.8,13.8,13.85,13.875,-0.775,88,0,498,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-23,True,1.0,12,8.0,2016-10-05,13.95,14.15,13.75,14.0,13.925,0.05,29,0,519,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-26,True,1.0,9,7.0,2016-10-05,14.4,15.3,13.95,15.1,15.075,1.15,103,0,573,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-27,True,1.0,8,6.0,2016-10-05,15.05,15.35,14.05,14.2,14.25,-0.825,55,0,580,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-28,True,1.0,7,5.0,2016-10-05,13.85,14.5,12.95,13.55,13.575,-0.675,157,0,623,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-29,True,1.0,6,4.0,2016-10-05,13.55,15.95,13.4,14.6,14.325,0.75,284,0,780,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-09-30,True,1.0,5,3.0,2016-10-05,14.65,15.3,13.5,13.95,13.925,-0.4,186,0,724,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-10-03,True,1.0,2,2.0,2016-10-05,14.4,14.5,13.8,13.9,13.85,-0.075,72,0,740,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-10-04,True,1.0,1,1.0,2016-10-05,13.4,14.75,13.3,13.95,13.825,-0.025,172,0,746,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
2016-10-05,True,1.0,0,0.0,2016-10-05,13.35,13.9,13.35,13.35,12.97,-0.855,1,0,746,2016,10,V (Oct 2016),2016-10-05.w_.CFE_VX_2016.csv,True
