Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2015-08-13,True,2.0,27,18.0,2015-09-09,15.3,15.55,15.05,15.2,15.175,0.0,202,0,142,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-14,True,2.0,26,17.0,2015-09-09,15.2,15.35,15.05,15.05,15.125,-0.05,100,0,194,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-17,True,2.0,23,16.0,2015-09-09,15.5,15.55,14.95,14.95,15.025,-0.1,24,0,196,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-18,True,2.0,22,15.0,2015-09-09,15.15,15.25,14.95,15.15,15.175,0.15,150,0,300,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-19,True,2.0,21,14.0,2015-09-09,15.5,15.8,14.85,14.9,15.575,0.4,241,0,512,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-20,True,1.0,20,13.0,2015-09-09,16.4,17.5,16.0,17.5,17.55,1.975,478,0,645,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-21,True,1.0,19,12.0,2015-09-09,18.35,20.4,17.45,20.2,20.45,2.9,466,0,383,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-24,True,1.0,16,11.0,2015-09-09,21.15,32.3,21.0,28.15,27.475,7.025,121,0,375,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-25,True,1.0,15,10.0,2015-09-09,22.75,28.1,22.75,27.8,27.725,0.25,184,0,354,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-26,True,1.0,14,9.0,2015-09-09,26.15,28.9,24.85,25.65,25.2,-2.525,79,0,325,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-27,True,1.0,13,8.0,2015-09-09,24.35,26.65,23.3,24.55,24.6,-0.6,139,0,228,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-28,True,1.0,12,7.0,2015-09-09,25.7,27.25,25.0,27.15,25.425,0.825,86,0,205,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-08-31,True,1.0,9,6.0,2015-09-09,26.65,27.4,26.1,27.0,27.5,2.075,66,0,226,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-01,True,1.0,8,5.0,2015-09-09,30.6,32.1,27.65,30.55,30.625,3.125,3,0,224,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-02,True,1.0,7,4.0,2015-09-09,29.75,30.9,26.25,26.35,26.275,-4.35,49,0,237,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-03,True,1.0,6,3.0,2015-09-09,24.45,26.35,23.75,25.55,25.875,-0.4,7,0,242,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-04,True,1.0,5,2.0,2015-09-09,27.65,29.5,25.75,28.1,28.25,2.375,22,0,240,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-08,True,1.0,1,1.0,2015-09-09,28.0,28.2,24.6,25.75,24.825,-3.425,56,0,227,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
2015-09-09,True,1.0,0,0.0,2015-09-09,,,,22.95,22.95,-1.875,0,0,219,2015,9,U (Sep 2015),2015-09-09.w_.CFE_VX_2015.csv,True
