Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2016-10-13,True,3.0,41,29.0,2016-11-23,17.7,18.5,17.7,18.3,17.875,0.3,73,0,38,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-14,True,3.0,40,28.0,2016-11-23,17.6,17.85,17.4,17.6,17.75,-0.125,1,0,37,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-18,True,3.0,36,26.0,2016-11-23,17.25,17.4,16.95,17.0,17.0,-0.55,25,0,60,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-19,True,3.0,35,25.0,2016-11-23,16.6,16.8,16.55,16.55,16.6,-0.4,10,0,66,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-20,True,2.0,34,24.0,2016-11-23,16.4,16.7,16.4,16.4,16.35,-0.25,1,0,66,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-21,True,2.0,33,23.0,2016-11-23,16.55,16.55,16.2,16.2,16.7,0.35,4,0,67,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-25,True,2.0,29,21.0,2016-11-23,15.1,15.85,15.1,15.7,17.625,2.05,7,0,72,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-26,True,2.0,28,20.0,2016-11-23,15.85,16.1,15.8,15.9,16.125,-1.5,14,0,72,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-10-28,True,2.0,26,18.0,2016-11-23,16.2,17.2,16.15,16.95,17.325,0.825,2,0,72,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-01,True,2.0,22,16.0,2016-11-23,17.65,18.65,17.25,17.55,17.7,0.35,12,0,80,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-02,True,2.0,21,15.0,2016-11-23,18.05,18.2,17.75,17.95,18.175,0.475,5,0,76,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-03,True,2.0,20,14.0,2016-11-23,18.1,19.3,18.05,19.15,19.975,1.8,54,0,33,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-04,True,2.0,19,13.0,2016-11-23,19.15,19.3,18.05,18.75,18.825,-1.15,143,0,69,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-07,True,2.0,16,12.0,2016-11-23,16.65,16.95,16.2,16.2,16.125,-2.7,226,0,268,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-08,True,2.0,15,11.0,2016-11-23,16.59,16.8,15.9,15.95,15.9,-0.225,159,0,384,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-09,True,2.0,14,10.0,2016-11-23,22.3,22.3,15.1,15.15,15.225,-0.675,58,0,411,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-10,True,2.0,13,9.0,2016-11-23,16.0,16.55,14.9,16.1,16.025,0.8,51,0,454,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-11,True,2.0,12,8.0,2016-11-23,16.55,16.65,15.65,15.65,15.675,-0.35,32,0,460,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-14,True,2.0,9,7.0,2016-11-23,15.65,16.2,15.45,15.45,15.425,-0.25,42,0,486,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-15,True,2.0,8,6.0,2016-11-23,15.1,15.3,14.15,14.15,14.175,-1.25,77,0,508,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-16,True,2.0,7,5.0,2016-11-23,14.7,14.95,14.3,14.7,14.575,0.4,48,0,548,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-17,True,1.0,6,4.0,2016-11-23,14.5,14.5,13.9,14.2,14.1,-0.475,171,0,592,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-18,True,1.0,5,3.0,2016-11-23,14.3,14.3,13.64,13.7,13.7,-0.4,110,0,630,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-21,True,1.0,2,2.0,2016-11-23,13.5,13.5,12.5,12.7,12.7,-1.0,76,0,688,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-22,True,1.0,1,1.0,2016-11-23,12.55,12.9,12.45,12.6,12.525,-0.175,57,0,729,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
2016-11-23,True,1.0,0,0.0,2016-11-23,12.5,12.5,12.5,12.5,12.89,0.365,1,0,447,2016,11,X (Nov 2016),2016-11-23.w_.CFE_VX_2016.csv,True
