Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2015-09-10,True,2.0,34,24.0,2015-10-14,24.95,25.05,23.75,24.75,23.675,0.0,20,0,20,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-11,True,2.0,33,23.0,2015-10-14,23.9,24.0,23.25,23.65,23.15,-0.525,30,0,30,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-15,True,2.0,29,21.0,2015-10-14,21.65,23.0,20.75,20.75,20.65,-2.425,150,0,150,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-16,True,2.0,28,20.0,2015-10-14,20.15,20.6,19.35,19.35,19.325,-1.325,41,0,151,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-17,True,1.0,27,19.0,2015-10-14,19.3,20.4,18.2,19.5,20.65,1.325,103,0,227,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-18,True,1.0,26,18.0,2015-10-14,21.31,22.25,20.5,22.18,21.75,1.1,230,0,126,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-21,True,1.0,23,17.0,2015-10-14,21.45,21.85,20.1,20.55,19.9,-1.85,50,0,101,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-22,True,1.0,22,16.0,2015-10-14,22.15,22.85,20.3,22.65,21.9,2.0,77,0,178,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-09-30,True,1.0,14,10.0,2015-10-14,24.45,24.45,22.95,23.25,23.225,-1.175,28,0,154,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-01,True,1.0,13,9.0,2015-10-14,23.4,24.1,22.25,23.05,22.45,-0.775,3,0,154,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-02,True,1.0,12,8.0,2015-10-14,23.5,23.95,21.4,21.8,21.325,-1.125,3,0,153,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-05,True,1.0,9,7.0,2015-10-14,20.4,21.55,19.9,20.1,20.0,-1.325,3,0,150,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-06,True,1.0,8,6.0,2015-10-14,20.15,20.5,19.65,20.15,20.175,0.175,1,0,150,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-07,True,1.0,7,5.0,2015-10-14,19.45,20.25,19.2,19.2,19.275,-0.9,9,0,154,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-08,True,1.0,6,4.0,2015-10-14,19.7,19.85,18.05,18.2,18.25,-1.025,51,0,203,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-09,True,1.0,5,3.0,2015-10-14,18.35,18.85,17.85,18.05,17.95,-0.3,152,0,222,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-12,True,1.0,2,2.0,2015-10-14,17.95,18.1,16.65,17.0,16.575,-1.375,51,0,222,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-13,True,1.0,1,1.0,2015-10-14,16.9,17.9,16.5,17.4,17.95,1.375,2,0,221,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
2015-10-14,True,1.0,0,0.0,2015-10-14,17.9,18.1,17.8,18.1,17.85,-0.1,18,0,221,2015,10,V (Oct 2015),2015-10-14.w_.CFE_VX_2015.csv,True
