Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2016-02-11,True,3.0,47,32.0,2016-03-30,25.8,26.7,25.2,25.8,25.9,1.175,10,0,10,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-02-22,True,2.0,36,26.0,2016-03-30,21.85,22.95,21.7,21.85,21.6,-1.4,1,0,11,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-02-24,True,2.0,34,24.0,2016-03-30,22.9,23.65,22.35,22.55,22.2,-0.475,7,0,12,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-02-26,True,2.0,32,22.0,2016-03-30,21.35,21.9,21.1,21.35,21.95,0.55,20,0,17,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-04,True,2.0,25,17.0,2016-03-30,19.15,19.5,19.0,19.5,19.625,0.4,11,0,16,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-08,True,2.0,21,15.0,2016-03-30,20.1,20.35,19.6,20.15,20.475,1.15,18,0,16,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-10,True,2.0,19,13.0,2016-03-30,20.3,20.75,19.3,20.3,19.825,-0.15,1,0,16,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-15,True,2.0,15,10.0,2016-03-30,18.3,19.05,18.3,18.45,18.225,-0.125,36,0,42,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-16,True,2.0,14,9.0,2016-03-30,17.7,18.25,17.0,17.0,17.0,-1.225,38,0,80,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-17,True,1.0,13,8.0,2016-03-30,16.2,17.55,16.15,16.5,16.475,-0.525,26,0,94,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-18,True,1.0,12,7.0,2016-03-30,16.4,16.4,15.76,15.85,16.05,-0.425,56,0,150,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-21,True,1.0,9,6.0,2016-03-30,15.9,15.95,15.2,15.2,15.2,-0.85,60,0,208,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-22,True,1.0,8,5.0,2016-03-30,15.45,15.8,15.3,15.5,15.45,0.25,14,0,210,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-23,True,1.0,7,4.0,2016-03-30,15.8,16.15,15.45,16.15,16.15,0.7,62,0,256,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-24,True,1.0,6,3.0,2016-03-30,16.8,17.15,16.25,16.25,16.125,-0.025,174,0,326,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-28,True,1.0,2,2.0,2016-03-30,16.03,16.05,15.4,15.6,15.5,-0.625,53,0,360,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-29,True,1.0,1,1.0,2016-03-30,16.0,16.0,14.1,14.1,14.1,-1.4,230,0,458,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
2016-03-30,True,1.0,0,0.0,2016-03-30,13.95,13.95,13.8,13.85,13.85,-0.25,31,0,488,2016,3,H (Mar 2016),2016-03-30.w_.CFE_VX_2016.csv,True
