Trade Date,Weekly,Tenor_Monthly,Tenor_Days,Tenor_Trade_Days,Expiry,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Year,MonthOfYear,Futures,File,Expired
2016-04-19,True,3.0,43,30.0,2016-06-01,17.85,17.85,17.35,17.65,17.575,0.225,25,0,25,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-21,True,2.0,41,28.0,2016-06-01,17.85,18.25,17.7,18.25,18.075,0.45,15,0,40,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-22,True,2.0,40,27.0,2016-06-01,18.25,18.25,17.75,17.95,17.575,-0.5,17,0,57,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-25,True,2.0,37,26.0,2016-06-01,18.1,18.1,17.6,18.1,17.725,0.15,5,0,62,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-26,True,2.0,36,25.0,2016-06-01,17.5,17.65,17.45,17.5,17.45,-0.275,4,0,58,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-27,True,2.0,35,24.0,2016-06-01,17.75,17.75,17.15,17.3,17.075,-0.375,29,0,31,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-28,True,2.0,34,23.0,2016-06-01,16.85,17.95,16.85,17.3,17.925,0.85,82,0,79,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-04-29,True,2.0,33,22.0,2016-06-01,18.45,19.15,18.05,19.05,18.5,0.575,25,0,79,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-02,True,2.0,30,21.0,2016-06-01,17.45,18.65,17.45,17.45,17.425,-1.075,10,0,89,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-03,True,2.0,29,20.0,2016-06-01,18.5,18.5,17.65,18.5,18.375,0.95,1,0,88,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-05,True,2.0,27,18.0,2016-06-01,18.45,18.9,18.45,18.9,18.6,0.05,28,0,115,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-06,True,2.0,26,17.0,2016-06-01,18.6,18.8,18.1,18.3,17.95,-0.65,2,0,116,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-11,True,2.0,21,14.0,2016-06-01,17.1,17.5,16.85,17.45,17.475,0.75,58,0,122,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-13,True,2.0,19,12.0,2016-06-01,17.2,17.95,17.15,17.2,17.75,0.5,25,0,117,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-16,True,2.0,16,11.0,2016-06-01,17.55,17.9,16.95,17.05,17.2,-0.55,19,0,124,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-18,True,2.0,14,9.0,2016-06-01,17.95,18.15,17.25,17.9,17.9,0.2,19,0,137,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-19,True,1.0,13,8.0,2016-06-01,15.2,19.0,15.2,18.15,18.05,0.15,40,0,153,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-20,True,1.0,12,7.0,2016-06-01,18.15,18.15,17.2,17.2,17.2,-0.85,314,0,447,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-23,True,1.0,9,6.0,2016-06-01,16.95,17.25,16.8,16.9,16.975,-0.225,13,0,453,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-24,True,1.0,8,5.0,2016-06-01,16.95,17.2,15.65,15.65,15.575,-1.4,42,0,464,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-25,True,1.0,7,4.0,2016-06-01,15.4,15.45,14.65,15.1,15.05,-0.525,281,0,412,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-26,True,1.0,6,3.0,2016-06-01,15.1,15.1,14.7,14.7,14.675,-0.375,35,0,440,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-27,True,1.0,5,2.0,2016-06-01,14.5,14.55,14.12,14.12,14.15,-0.525,104,0,369,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-05-31,True,1.0,1,1.0,2016-06-01,14.05,14.85,13.9,14.4,14.4,0.25,107,0,339,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
2016-06-01,True,1.0,0,0.0,2016-06-01,,,,15.28,15.28,0.88,0,0,339,2016,6,M (Jun 2016),2016-06-01.w_.CFE_VX_2016.csv,True
